Item,Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer/Project: Company Name
,Invoice,2/10/2020,INV19055,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.",1,"$1,000.00","$1,000.00",NV,Incline Elementary School
,Invoice,3/31/2020,INV19142,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.",1,"$1,000.00","$1,000.00",NV,Incline Elementary School
,Invoice,6/8/2020,INV19234,Reduced cost per unit to 150.00 Washoe County SD lead/Asb procedures,2,$150.00,$300.00,NV,Incline Elementary School
,Invoice,2/27/2020,INV19076,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Incline Elementary School
,Invoice,11/16/2020,INV19566,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Incline High School
,Invoice,11/16/2020,INV19566,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,525.00","$3,525.00",NV,Incline High School
,Invoice,12/7/2020,INV19594,Assembly of stand and ActivPanel,1,$335.00,$335.00,NV,Incline High School
,Invoice,11/16/2020,INV19566,Promethean Fixed height mobile stand for use with ActivPanel,1,$499.00,$499.00,NV,Incline High School
,Invoice,6/23/2020,INV19258,"ActivPanel Nickel 65"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",8,"$2,099.00","$16,792.00",NV,Journey Education
,Invoice,8/25/2020,INV19372,Promethean Professional Development - Virtual Training,1,$0.00,$0.00,NV,Journey Education
,Invoice,8/12/2020,INV19346,Training was changed to virtual and price reduced to 500.00  Promethean Academy - 1-Day Prof Development On-Site Training,1,$500.00,$500.00,NV,Journey Education
,Invoice,3/16/2020,INV19108,ActivConnect OPS - AP PC for Android.,5,$189.00,$945.00,NV,Lois Allen Elementary School
,Invoice,3/16/2020,INV19108,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",5,$503.00,"$2,515.00",NV,Lois Allen Elementary School
,Invoice,3/16/2020,INV19108,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",5,"$3,525.00","$17,625.00",NV,Lois Allen Elementary School
,Invoice,4/9/2020,INV19155,Assembly of stand with ActivPanel,5,$335.00,"$1,675.00",NV,Lois Allen Elementary School
,Invoice,2/5/2020,INV19030,Vivitek DW884ST Projector,8,$685.10,"$5,480.80",NV,Lou Mendive Middle School
,Invoice,9/2/2020,INV19388,ActivConnect OPS - AP PC for Android.,9,$189.00,"$1,701.00",NV,Mariposa Acad-Language & Lrng
,Invoice,9/2/2020,INV19388,"ActivPanel Nickel 65"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",9,"$1,860.00","$16,740.00",NV,Mariposa Acad-Language & Lrng
,Invoice,9/2/2020,INV19388,Installation of ActivPanel on clear wall in classroom,9,$385.00,"$3,465.00",NV,Mariposa Acad-Language & Lrng
,Invoice,9/30/2020,INV19468,ActivConnect OPS - AP PC for Android.  **WCSD Bulk Pricing 100+ units** DIGITALEDGE CONTRACT #ESD112-DE-16A  .,33,$189.00,"$6,237.00",NV,Mike Inskeep Elementary
,Invoice,9/30/2020,INV19468,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",33,"$4,065.00","$134,145.00",NV,Mike Inskeep Elementary
,Invoice,9/30/2020,INV19468,Airtame 2 Wireless Connection,73,$347.36,"$25,357.28",NV,Mike Inskeep Elementary
,Invoice,10/28/2020,INV19539,iRover2 mobile cart for Interactive Flat Panels for use with Promethean ActivPanel  **Includes 6 plug 25' power strip** **WCSD Bulk Pricing 100+ units** DIGITALEDGE CONTRACT #ESD112-DE-16A  .,33,"$1,214.07","$40,064.31",NV,Mike Inskeep Elementary
,Invoice,10/28/2020,INV19539,"Samsung 50"" BET Series TV",40,$466.95,"$18,678.00",NV,Mike Inskeep Elementary
,Invoice,9/30/2020,INV19468,"Tripp Lite Height-adjustable mobile TV stand hangs a flat- or curved-panel television or monitor and peripherals, such as a Blu-ray player, laptop and webcam. Fits most flat or curved panel displays from 32 to 70 in. Designed for portrait or landscape mounting.   **Includes 6 plug 25' power strip** DIGITALEDGE CONTRACT #ESD112-DE-16A",30,$530.85,"$15,925.50",NV,Mike Inskeep Elementary
,Invoice,7/7/2020,INV19287,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",1,$503.00,$503.00,NV,Mountain View Montessori
,Invoice,7/7/2020,INV19287,"ActivPanel Titanium 70"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,360.00","$3,360.00",NV,Mountain View Montessori
,Invoice,6/15/2020,INV19247,ActivConnect OPS - AP PC for Android.,4,$189.00,$756.00,NV,Nick Poulakidas Elementary School
,Invoice,6/15/2020,INV19247,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,"$3,525.00","$14,100.00",NV,Nick Poulakidas Elementary School
,Invoice,9/30/2020,INV19469,Add-on Installation of HDMI cables at 125.00 per 4,4,$125.00,$500.00,NV,Nick Poulakidas Elementary School
,Invoice,6/15/2020,INV19247,Airtame 2 Wireless Connection,8,$440.00,"$3,520.00",NV,Nick Poulakidas Elementary School
,Invoice,7/23/2020,INV19311,"Installation Of ActivPanel Nickel 75"" on clear wall. If backer board is needed this to be done by District. Assembly of OmmiMount with Wbox 50"" TV   This is Non prevailing wage.",4,$525.00,"$2,100.00",NV,Nick Poulakidas Elementary School
,Invoice,6/15/2020,INV19247,OmniMount Flat Panel Mobile Cart,4,$599.00,"$2,396.00",NV,Nick Poulakidas Elementary School
,Invoice,7/23/2020,INV19311,Washoe County SD Lead/ Asb procedures. per classroom,1,$200.00,$200.00,NV,Nick Poulakidas Elementary School
,Invoice,6/15/2020,INV19247,"Wbox Tech 50"" LED 4K TV. High-quality LED TV with LED backlight panel. ATSC Digital tuner. Inputs ports include VGA, HDMI (4), USB.",4,$380.00,"$1,520.00",NV,Nick Poulakidas Elementary School
,Invoice,2/10/2020,INV19051,Installation of 10touch Activboard with Mount upgrade on clear wall in room 2000,1,$335.00,$335.00,NV,North Valleys High School
,Invoice,2/10/2020,INV19051,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,North Valleys High School
,Invoice,9/21/2020,INV19427,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,O'Brien Middle School
,Invoice,9/21/2020,INV19427,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,065.00","$4,065.00",NV,O'Brien Middle School
,Invoice,9/21/2020,INV19427,Promethean Fixed height mobile stand for use with ActivPanel,1,$503.00,$503.00,NV,O'Brien Middle School
,Invoice,3/31/2020,INV19140,ActivConnect OPS - AP PC for Android.,3,$189.00,$567.00,NV,Peavine Elementary School
,Invoice,3/31/2020,INV19140,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",3,"$3,525.00","$10,575.00",NV,Peavine Elementary School
,Invoice,5/4/2020,INV19189,Installation on clear wall,3,$335.00,"$1,005.00",NV,Peavine Elementary School
,Invoice,5/4/2020,INV19189,Washoe County SD Lead procedures per room,3,$150.00,$450.00,NV,Peavine Elementary School
,Invoice,3/30/2020,INV19137,ActivConnect OPS - AP PC for Android.,6,$189.00,"$1,134.00",NV,Robert Mitchell Elementary School
,Invoice,3/31/2020,INV19143,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Robert Mitchell Elementary School
,Invoice,3/30/2020,INV19137,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",6,$503.00,"$3,018.00",NV,Robert Mitchell Elementary School
,Invoice,3/31/2020,INV19143,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",1,$503.00,$503.00,NV,Robert Mitchell Elementary School
,Invoice,3/30/2020,INV19137,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",6,"$3,525.00","$21,150.00",NV,Robert Mitchell Elementary School
,Invoice,3/31/2020,INV19143,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,525.00","$3,525.00",NV,Robert Mitchell Elementary School
,Invoice,4/9/2020,INV19152,Assembly of stand and panel,1,$335.00,$335.00,NV,Robert Mitchell Elementary School
,Invoice,4/22/2020,INV19176,Assembly of stand with ActivPanel,6,$335.00,"$2,010.00",NV,Robert Mitchell Elementary School
,Invoice,8/31/2020,INV19383,Inspect and reset ActivBoards and Projectors. 4 hours,1,$95.00,$95.00,NV,Silver Stage Elementary School
,Invoice,3/4/2020,INV19096,ActivConnect OPS - AP PC for Android.,2,$189.00,$378.00,NV,Sky Ranch Middle School
,Invoice,3/4/2020,INV19096,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",2,"$3,525.00","$7,050.00",NV,Sky Ranch Middle School
,Invoice,8/6/2020,INV19339,Airtame 2 Wireless Connection,4,$440.00,"$1,760.00",NV,Sky Ranch Middle School
,Invoice,8/6/2020,INV19339,"Installation of ActivPanel 75"" Nickel on clear wall. If backer board needed to be done by District. Assembly of OmminMount with 50"" TV  This is Non prevailing wage.",2,$525.00,"$1,050.00",NV,Sky Ranch Middle School
,Invoice,8/6/2020,INV19339,Washoe County SD Lead/ Asb procedures per room,2,$200.00,$400.00,NV,Sky Ranch Middle School
,Invoice,3/4/2020,INV19096,"Wbox Tech 50""4K UHD TV - 3 HDMI, 2 USB, TOSLINK",2,$466.95,$933.90,NV,Sky Ranch Middle School
,Invoice,12/22/2020,INV19616,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Sparks High School
,Invoice,12/22/2020,INV19616,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,525.00","$3,525.00",NV,Sparks High School
,Invoice,12/22/2020,INV19616,Installation,1,$435.00,$435.00,NV,Sparks High School
,Invoice,12/22/2020,INV19616,Washoe County SD Lead/ASB procedure,1,$200.00,$200.00,NV,Sparks High School
,Invoice,12/21/2020,INV19611,Move v-1 adjustable ActivBoard with projector from one wall in classroom to another wall in same classroom.  Labor only. No cabling.,1,$535.00,$535.00,NV,Sparks Middle School
,Invoice,12/21/2020,INV19611,Washoe County SD Lead/ASB procedures,1,$200.00,$200.00,NV,Sparks Middle School
,Invoice,3/16/2020,INV19106,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",2,"$1,279.00","$2,558.00",NV,Sutro Elementary School
,Invoice,5/5/2020,INV19195,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",3,"$1,279.00","$3,837.00",NV,Sutro Elementary School
,Invoice,3/16/2020,INV19106,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.",2,"$1,000.00","$2,000.00",NV,Sutro Elementary School
,Invoice,5/5/2020,INV19195,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.",3,"$1,000.00","$3,000.00",NV,Sutro Elementary School
,Invoice,4/20/2020,INV19163,Vivitek DW884ST Projector,2,$685.10,"$1,370.20",NV,Veterans Memorial Elementary School
,Invoice,3/30/2020,INV19136,ActivConnect OPS - AP PC for Android.,4,$189.00,$756.00,NV,Virginia Palmer Elem School
,Invoice,3/30/2020,INV19136,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",4,$503.00,"$2,012.00",NV,Virginia Palmer Elem School
,Invoice,3/30/2020,INV19136,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,"$3,525.00","$14,100.00",NV,Virginia Palmer Elem School
,Invoice,4/9/2020,INV19153,Assembly of Stand with ActivPanel,4,$335.00,"$1,340.00",NV,Virginia Palmer Elem School
,Invoice,5/4/2020,INV19190,"Installation Of 10Touch 78"" Activboard with boom/projector on Clear wall.",17,$335.00,"$5,695.00",NV,Virginia Palmer Elem School
,Invoice,3/9/2020,INV19104,"Mount Upgrade Kit with DLP ultra short-throw. Wallbox not included. For use with both current and previous versons of 64""/78""/87""/88""/95"" ActivBoards & ActivWall 88""",17,"$1,279.00","$21,743.00",NV,Virginia Palmer Elem School
,Invoice,3/9/2020,INV19104,"Promethean ActivBoard 10Touch Range 78"" Dry Erase electronic interactive whiteboard.",17,"$1,000.00","$17,000.00",NV,Virginia Palmer Elem School
,Invoice,5/4/2020,INV19190,Washoe County SD Lead/ASB procedures,17,$150.00,"$2,550.00",NV,Virginia Palmer Elem School
,Invoice,1/21/2020,INV19002,PRM-32-35 replacement lamp,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,2/10/2020,INV19053,PRM-32-35 replacement lamp,12,$112.00,"$1,344.00",NV,Washoe County School District
,Invoice,3/16/2020,INV19107,PRM-32-35 replacement lamp,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,4/28/2020,INV19182,PRM-32-35 replacement lamp,8,$112.00,$896.00,NV,Washoe County School District
,Invoice,9/8/2020,INV19395,PRM-32-35 replacement lamp,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,1/21/2020,INV19002,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,2/10/2020,INV19053,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,5,$112.00,$560.00,NV,Washoe County School District
,Invoice,3/16/2020,INV19107,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,4/28/2020,INV19182,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,12,$112.00,"$1,344.00",NV,Washoe County School District
,Invoice,9/8/2020,INV19395,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,10,$112.00,"$1,120.00",NV,Washoe County School District
,Invoice,2/17/2020,INV19064,ActivConnect OPS - AP PC for Android.,3,$189.00,$567.00,NV,Washoe County Schools
,Invoice,2/17/2020,INV19064,"ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel *   *only stand compatible with 65"" panel.",3,$503.00,"$1,509.00",NV,Washoe County Schools
,Invoice,2/17/2020,INV19064,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",3,"$3,525.00","$10,575.00",NV,Washoe County Schools
,Invoice,2/20/2020,INV19071,Assembly of stand and mounting ActivPanel,3,$335.00,"$1,005.00",NV,Washoe County Schools
,Invoice,3/25/2020,INV19130,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included.",2,"$3,000.00","$6,000.00",NV,Yerington Elementary School
,Invoice,6/5/2020,INV19231,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included.",4,"$3,000.00","$12,000.00",NV,Yerington Elementary School
,,,,,,,,,
,,,,,,,,,
,Invoice,3/9/2020,INV19102,***Optional*** ActivConnect OPS - AP PC for Android.  **ACT Special One unit Pricing for this product** .,1,$104.50,$104.50,OR,Ashland Public Schools - District 5
,Invoice,3/9/2020,INV19102,ActivPanel Mobile Stand - For use with current & previous versions of ActivPanel   **ACT Special One unit Pricing for this product** .,1,$392.70,$392.70,OR,Ashland Public Schools - District 5
,Invoice,9/28/2020,INV19458,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **Price includes Lift Gate Service with Inside Delivery to 1st Floor Location**  **OETC Reference Pricing $3984 - per contract OETC-19I-InteractiveDisplays**",23,"$2,779.00","$63,917.00",OR,Ashland Public Schools - District 5
,Invoice,3/9/2020,INV19102,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  **ACT Special One unit Pricing for this product** .",1,"$2,480.00","$2,480.00",OR,Ashland Public Schools - District 5
,Invoice,9/28/2020,INV19458,Promethean Fixed height mobile stand for use with ActivPanel  **Price includes Lift Gate Service with Inside Delivery to 1st Floor Location**  **OETC Reference Pricing $584 - per contract OETC-19I-InteractiveDisplays**,23,$560.97,"$12,902.31",OR,Ashland Public Schools - District 5
,Invoice,8/24/2020,INV19368,Hand Sanitizer Dispenser with Drip Tray (batteries not included),13,$86.84,"$1,128.92",OR,Baker School District 5J
,Invoice,8/24/2020,INV19368,Hand Sanitizer Stand (dispenser sold separately),8,$89.00,$712.00,OR,Baker School District 5J
,Invoice,6/24/2020,INV19261,iRover²™ for Interactive Flat Panels 500,1,"$1,162.50","$1,162.50",OR,Baker School District 5J
,Invoice,6/24/2020,INV19261,iRover²™ for Interactive Flat Panels 500  *Liftoff Program*,3,$893.00,"$2,679.00",OR,Baker School District 5J
,Invoice,7/7/2020,INV19282,"HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",10,$189.05,"$1,890.50",OR,Belt School District 26
,Invoice,6/15/2020,INV19246,HoverCam Solo 8+,2,$344.55,$689.10,OR,Chinook Public Schools
,Invoice,1/6/2020,INV18983,"ADMIN Buiding: ESC - 33300 8TH AVE Ave S, Federal Way, WA  98003    Fixed Height Panel/TV/IWB install with Cable Sock  OETC FWPS Pricing",5,$686.76,"$3,433.80",OR,Federal Way Public Schools
,Invoice,1/6/2020,INV18983,"Decatur HS - 2800 SW 320th St, Federal Way, WA 98023  Remove Panel from wall and perform  Mobile Cart Panel Assembly and Installation with Cable Sock  OETC FWPS Pricing",1,$851.66,$851.66,OR,Federal Way Public Schools
,Invoice,1/6/2020,INV18983,"Todd Beamer: Todd Beamer HS - 35999 16th Ave S, Federal Way, WA  98003    Relocation from P4 to RM 255  OETC FWPS Pricing",1,$339.50,$339.50,OR,Federal Way Public Schools
,Invoice,1/6/2020,INV18983,"Todd Beamer: Todd Beamer HS - 35999 16th Ave S, Federal Way, WA  98003   RE-Adjust Height in RM 145  OETC FWPS Pricing",1,$139.44,$139.44,OR,Federal Way Public Schools
,Invoice,1/6/2020,INV18983,"Travel from Todd Beamer to Decatur HS - 2800 SW 320th St, Federal Way, WA  98023  OETC FWPS Pricing",1,$82.45,$82.45,OR,Federal Way Public Schools
,Invoice,3/9/2020,INV19099,HoverCam Solo 8+,4,$349.00,"$1,396.00",OR,Glendale School District 77
,Invoice,2/10/2020,INV19052,HoverCam Solo 8+,1,$331.55,$331.55,OR,Grants Pass School District 7
,Invoice,10/14/2020,INV19514,HoverCam Solo 8+,4,$344.55,"$1,378.20",OR,Grants Pass School District 7
,Invoice,11/17/2020,INV19567,HoverCam Solo 8+,3,$344.55,"$1,033.65",OR,Grants Pass School District 7
,Invoice,10/13/2020,INV19509,"HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",1,$202.05,$202.05,OR,High Desert Education Service District
,Invoice,10/13/2020,INV19509,HoverCam Solo 8+,1,$344.55,$344.55,OR,High Desert Education Service District
,Invoice,8/25/2020,INV19371,"SMART 75"" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite.",18,"$4,688.60","$84,394.80",OR,Lake Grove Elementary School
,Invoice,8/25/2020,INV19371,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15,"$3,224.89","$48,373.35",OR,Lake Grove Elementary School
,Invoice,8/25/2020,INV19371,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1,"$4,761.49","$4,761.49",OR,Lake Grove Elementary School
,Invoice,3/9/2020,INV19100,"BoxLight Procolor 75"" Interactive Flat Panel Ultra High Def 4k resolution with Android. UNPLUGD is included.",1,"$3,599.00","$3,599.00",OR,Marcola School District 79J
,Invoice,3/24/2020,INV19128,Boxlight Procolor Integrated module to add 2.4/5GHz wireless and Bluetooth to xx2 series panels,1,$79.00,$79.00,OR,Marcola School District 79J
,Invoice,12/3/2020,INV19590,"Mobile Stand for Procolor panels, requires separate purchase of PROCOLOR-WALLMOUNT-003 if not purchased with a PROCOLOR PANEL",2,$470.00,$940.00,OR,Marcola School District 79J
,Invoice,12/29/2020,INV19624,"Mobile Stand for Procolor panels, requires separate purchase of PROCOLOR-WALLMOUNT-003 if not purchased with a PROCOLOR PANEL",1,$470.00,$470.00,OR,Marcola School District 79J
,Invoice,12/3/2020,INV19590,"PROCOLOR 75"" IR UHD/4K ANDROID IFP | Includes WIFI and WALLMOUNT in Panel Box. Includes MimioStudio (with 5 Years of MimioMobile), Qwizdom Oktopus, Qwizdom GameZones, Oktopus Blend, and MimioConnect (1-Year Premium/2 Years Basic), and Online Training",2,"$2,580.00","$5,160.00",OR,Marcola School District 79J
,Invoice,12/29/2020,INV19624,"PROCOLOR 75"" IR UHD/4K ANDROID IFP | Includes WIFI and WALLMOUNT in Panel Box. Includes MimioStudio (with 5 Years of MimioMobile), Qwizdom Oktopus, Qwizdom GameZones, Oktopus Blend, and MimioConnect (1-Year Premium/2 Years Basic), and Online Training",1,"$2,580.00","$2,580.00",OR,Marcola School District 79J
,Invoice,3/9/2020,INV19100,TRUTOUCH Mobile Stand,1,$499.00,$499.00,OR,Marcola School District 79J
,Invoice,9/29/2020,INV19453,"SMART 75"" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite.",18,"$4,594.83","$82,706.94",OR,Mirror Lake Elementary School
,Invoice,9/29/2020,INV19453,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15,"$3,160.39","$47,405.85",OR,Mirror Lake Elementary School
,Invoice,9/29/2020,INV19453,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1,"$4,666.26","$4,666.26",OR,Mirror Lake Elementary School
,Invoice,10/1/2020,INV19480,"HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",20,$202.05,"$4,041.00",OR,Myrtle Point School District 41
,Invoice,10/5/2020,INV19482,"HoverCam Solo 8 SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",1,$202.05,$202.05,OR,Myrtle Point School District 41
,Invoice,6/30/2020,INV19268,"HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",10,$202.05,"$2,020.50",OR,Myrtle Point School District 41
,Invoice,8/11/2020,INV19345,"HoverCam Solo SPARK - Compatible with many Chromebooks, PC, Mac, 8 MP, USB 3.0, 1080p, 30 fps",2,$202.05,$404.10,OR,Myrtle Point School District 41
,Invoice,10/14/2020,INV19512,HoverCam Solo 8+,10,$344.55,"$3,445.50",OR,North Bend School District 13
,Invoice,1/18/2020,INV18993,HoverCam Solo 8+,1,$328.37,$328.37,OR,North Douglas School District 22
,Invoice,1/22/2020,INV19006,HoverCam Solo 8+,1,$328.37,$328.37,OR,North Douglas School District 22
,Invoice,10/20/2020,INV19521,"HoverCam Ultra 8 Document Camera HDMI, VGA, SuperSpeed USB 3.0 Connectors",1,$439.55,$439.55,OR,Saint Mary Catholic School
,Invoice,2/5/2020,INV19036,SMART Board MX065-V2 interactive display with iQ and SMART Learning Suite,1,"$2,812.03","$2,812.03",OR,Shoreline Christian School
,Invoice,7/9/2020,INV19291,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",2,"$3,315.00","$6,630.00",OR,South Wasco County School District 1
,Invoice,11/10/2020,INV19553,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,$0.00,$0.00,OR,South Wasco County School District 1
,Invoice,11/10/2020,INV19553,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",8,"$4,799.00","$38,392.00",OR,South Wasco County School District 1
,Invoice,11/10/2020,INV19553,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$4,799.00","$4,799.00",OR,South Wasco County School District 1
,Invoice,11/25/2020,INV19585,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",4,"$2,700.00","$10,800.00",OR,Tillamook School District 9
,Invoice,7/27/2020,INV19317,"ActivPanel Titanium 75"" - 4 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC  ***Includes Promethean 5 year Onsite Warranty**",6,"$2,950.00","$17,700.00",OR,Tillamook School District 9
,Invoice,9/15/2020,INV19420,"ActivPanel Nickel 75"" - 1 x Pen, Vesa Mount, WIFI Module & cable pack included. ActivInspire Professional Edition available FOC",1,"$3,200.00","$3,200.00",OR,Victory Academy
,Invoice,8/25/2020,INV19370,"SMART 75"" Interactive Flat Panel 7000R Series with iQ and SMART Learning Suite.",18,"$4,688.60","$84,394.80",OR,Wildwood Elementary School
,Invoice,8/25/2020,INV19370,SMART Board MX075-V2 Interactive display with IQ and SMART Learning suite. Comes with a mount,15,"$3,224.89","$48,373.35",OR,Wildwood Elementary School
,Invoice,8/25/2020,INV19370,SMART Board MX086-V2 interactive display with iQ and SMART Learning Suite,1,"$4,761.49","$4,761.49",OR,Wildwood Elementary School
,Invoice,8/26/2020,INV19380,"ACT will deliver and install the Smart panel, classroom sound system with ceiling speakers, phone, docking station, wireless keyboard and mouse, document camera and screen beam in the new portables. We will install the new cabling to connect the Smart panel from the audio system, docking station and document camera.   We will document all asset tags for the presentation equipment. We will document the Mac address, room number and the wall plate port number  for the phone.   ACT will update the Smart panels, connect them to the network and commission the system.  Cables included to complete the install:  (1) 25' HDMI cable (panel to document camera) (1) 15' DisplayPort to HDMI from panel to docking station (1) 25' 3.5 stereo cable (audio system to dock) (1) 6' 3.5 stereo cable (panel to audio system) (1) 16' USB cable (panel to dock) (1) surge protector with 10' cord (2) 25' cat 6 (panel to network and dock to network) (1) 6' HDMI (screen beam to panel)   ACT will dispose of trash off site.",3,"$1,550.00","$4,650.00",WA,Alexander Graham Bell Elem Sch
,,,,,,,,,
,,,,,,,,,
,Invoice,3/25/2020,INV19132,"AE 6' Cable, USB A Male to Micro-USB B Male for XD Mics",5,$4.99,$24.95,WA,Anacortes School District 103
,Invoice,3/25/2020,INV19132,"AE Microphone XD Handheld Mic Kit - includes HH mic, 1 LiON Battery, USB Cable (KIT)",3,$240.00,$720.00,WA,Anacortes School District 103
,Invoice,3/25/2020,INV19132,"AE Microphone XD Teacher Mic Kit - includes Pendant mic, 1LiON Battery, USB PS & Cable (KIT)",3,$240.00,$720.00,WA,Anacortes School District 103
,Invoice,3/25/2020,INV19132,Battery Li-iON Battery Pack for XD Mics. 3.7V 700 mAh 2.6Wh,5,$32.00,$160.00,WA,Anacortes School District 103
,Invoice,11/17/2020,INV19568,Battery Li-iON Battery Pack for XD Mics. 3.7V 700 mAh 2.6Wh,15,$13.75,$206.25,WA,Anacortes School District 103
