Customer ID,frequency,recency,T,monetary_value
100973,4.0,457.0,1976.0,342.5
100974,4.0,566.0,1883.0,2738.75
100977,2.0,709.0,2159.0,2354.0
100978,4.0,875.0,969.0,14534.887499999999
100979,19.0,1660.0,2089.0,1515.192105263158
100981,1.0,39.0,2016.0,660.0
100982,1.0,27.0,1448.0,290.0
100983,4.0,139.0,1907.0,406.0
100985,1.0,233.0,2137.0,4950.0
100986,90.0,2071.0,2185.0,12231.888888888889
100987,1.0,3.0,318.0,1005.0
100988,2.0,157.0,1788.0,4291.0
100989,5.0,457.0,2179.0,2369.4
100990,7.0,402.0,997.0,5354.571428571428
100995,2.0,257.0,1821.0,2274.5
100996,1.0,49.0,2173.0,3425.0
100997,6.0,1295.0,1779.0,351.06333333333333
100998,1.0,2154.0,2177.0,6096.0
100999,3.0,1070.0,1955.0,2564.6666666666665
101000,4.0,371.0,532.0,21925.65
101001,1.0,330.0,1843.0,515.48
101005,12.0,1169.0,2122.0,880.0833333333334
101006,3.0,883.0,1352.0,9386.333333333334
101007,11.0,1008.0,1990.0,1196.6818181818182
101008,4.0,924.0,1584.0,4309.75
101009,11.0,1153.0,2135.0,1006.9090909090909
101010,4.0,1068.0,1897.0,19504.5
101012,12.0,1796.0,2141.0,383.0
101013,13.0,715.0,990.0,3849.6153846153848
101015,9.0,1711.0,1920.0,11115.444444444445
101016,2.0,28.0,1907.0,2812.0
101018,10.0,1667.0,2116.0,1623.85
